Cod_Venda;Cod_Data;DataNotaFiscal;Dia;Mes;Ano;Cod_Marca;Marca;UF;Nome_UF;PrecoVenda;PrecoCusto;TotalDesconto;Frete;CustoMaoDeObra;Cod_Modelo;Modelo;Id_Cor;Cores;Cod_Vendedor;Vendedor;Cod_Filial;Nome_Filial;Estado_Filial;Demog_Clientes;Meios_de_Pag;Cat_de_Produtos;Campanhas_de_Mkt;Informacoes_de_Devolu;Canais_de_Venda;Indi_Satisfacao
881;44087;13/09/2020;13;9;2020;M01;Allen Machine;MG;Minas Gerais;275,93;137,97;6,9;15,73;41,39;J006;Cigarrete;PMS 2765;Branco;4;Edson;2;Nova Odessa;SC;Feminino, 45-54, Classe B;Dinheiro;Boyfriend, Algodão, Rasgado;Promoção de Verão;Não;Online;2/5
882;43423;19/11/2018;19;11;2018;M02;Pardiucci;SC;Santa Catarina;276,27;138,14;6,91;15,75;41,44;J002;Skinny;PMS 576;Verde;5;Bianka;3;Rio Claro;MG;Feminino, 18-24, Classe A;Transferência Bancária;Flare, Jeans Reciclado, Rasgado;Lançamento de Coleção;Sim, Tecido Incorreto;Online;4/5
883;43679;02/08/2019;2;8;2019;M03;Patrilolo;RO;Rondônia;277,02;138,51;6,93;15,79;41,55;J003;Flare;PMS 2926;Preto;1;Patricia;1;Allenópolis;SP;Masculino, 25-34, Classe B;Transferência Bancária;Boyfriend, Algodão, Rasgado;Lançamento de Coleção;Sim, Tecido Incorreto;Loja Física;4/5
884;42761;26/01/2017;26;1;2017;M02;Pardiucci;RS;Rio Grande do Sul;277,05;138,53;6,93;15,79;41,56;J002;Skinny;PMS 519;Vinho;1;Patricia;1;Allenópolis;SP;Masculino, 35-44, Classe C;Transferência Bancária;Boyfriend, Algodão, Rasgado;Lançamento de Coleção;Não;Online;2/5
885;42691;17/11/2016;17;11;2016;M04;Salvion;PE;Pernambuco;277,1;138,55;6,93;15,79;41,57;J002;Skinny;PMS 2965;Azul;7;Pedro;4;Bauru;SP;Masculino, 55-64, Classe A;Cartão de Crédito;Skinny, Algodão, Sem Rasgo;Liquidação de Inverno;Sim, Tecido Incorreto;Online;2/5
886;43959;08/05/2020;8;5;2020;M03;Patrilolo;AM;Amazonas;277,13;138,57;6,93;15,8;41,57;J005;Hot Pants;PMS 576;Verde;5;Bianka;3;Rio Claro;MG;Masculino, 35-44, Classe C;Débito;Cropped, Elastano, Lavagem Clara;Promoção de Verão;Não;Loja Física;4/5
887;43284;03/07/2018;3;7;2018;M05;Milteka;PA;Pará;277,14;138,57;6,93;15,8;41,57;J004;Pantacourt;PMS 2765;Branco;7;Pedro;4;Bauru;SP;Masculino, 35-44, Classe C;Cartão de Crédito;Cropped, Elastano, Lavagem Clara;Promoção de Verão;Sim, Tecido Incorreto;Online;4/5
888;43347;04/09/2018;4;9;2018;M05;Milteka;PB;Paraíba;277,2;138,6;6,93;15,8;41,58;J004;Pantacourt;PMS 519;Vinho;4;Edson;2;Nova Odessa;SC;Masculino, 55-64, Classe A;Pix;Flare, Jeans Reciclado, Rasgado;Promoção de Verão;Sim, Tamanho Incorreto;Online;2/5
889;43893;03/03/2020;3;3;2020;M02;Pardiucci;PE;Pernambuco;277,29;138,65;6,93;15,81;41,6;J006;Cigarrete;PMS 576;Verde;4;Edson;2;Nova Odessa;SC;Feminino, 45-54, Classe B;Pix;Boyfriend, Algodão, Rasgado;Lançamento de Coleção;Não;Online;4.5/5
890;42446;17/03/2016;17;3;2016;M01;Allen Machine;AP;Amapá;277,71;138,86;6,94;15,83;41,66;J006;Cigarrete;PMS 519;Vinho;5;Bianka;3;Rio Claro;MG;Masculino, 35-44, Classe C;Débito;Skinny, Algodão, Sem Rasgo;Lançamento de Coleção;Sim, Tamanho Incorreto;Loja Física;5/5
891;43870;09/02/2020;9;2;2020;M05;Milteka;RN;Rio Grande do Norte;278,24;139,12;6,96;15,86;41,74;J001;Cropped;PMS 2926;Preto;5;Bianka;3;Rio Claro;MG;Feminino, 18-24, Classe A;Transferência Bancária;Boyfriend, Algodão, Rasgado;Dia das Mães;Sim, Tecido Incorreto;Online;2/5
892;42674;31/10/2016;31;10;2016;M01;Allen Machine;MG;Minas Gerais;279,14;139,57;6,98;15,91;41,87;J001;Cropped;PMS 519;Vinho;2;Milton;1;Allenópolis;SP;Feminino, 18-24, Classe A;Pix;Flare, Jeans Reciclado, Rasgado;Lançamento de Coleção;Sim, Tecido Incorreto;Loja Física;3/5
893;43772;03/11/2019;3;11;2019;M05;Milteka;AP;Amapá;279,33;139,67;6,98;15,92;41,9;J005;Hot Pants;PMS 2926;Preto;3;Maria Rosa;2;Nova Odessa;SC;Feminino, 45-54, Classe B;Transferência Bancária;Flare, Jeans Reciclado, Rasgado;Liquidação de Inverno;Sim, Tamanho Incorreto;Online;3/5
894;43607;22/05/2019;22;5;2019;M05;Milteka;ES;Espírito Santo;279,52;139,76;6,99;15,93;41,93;J004;Pantacourt;PMS 7515;Bege;2;Milton;1;Allenópolis;SP;Masculino, 35-44, Classe C;Cartão de Crédito;Boyfriend, Algodão, Rasgado;Black Friday;Sim, Tecido Incorreto;Loja Física;2/5
895;42916;30/06/2017;30;6;2017;M04;Salvion;PB;Paraíba;279,76;139,88;6,99;15,95;41,96;J003;Flare;PMS 7515;Bege;4;Edson;2;Nova Odessa;SC;Feminino, 18-24, Classe A;Transferência Bancária;Flare, Jeans Reciclado, Rasgado;Liquidação de Inverno;Sim, Tamanho Incorreto;Loja Física;3/5
896;42732;28/12/2016;28;12;2016;M02;Pardiucci;AL;Alagoas;279,89;139,95;7;15,95;41,99;J005;Hot Pants;PMS 2926;Preto;5;Bianka;3;Rio Claro;MG;Masculino, 55-64, Classe A;Pix;Skinny, Algodão, Sem Rasgo;Dia das Mães;Sim, Defeito no Produto;Online;4.5/5
897;44124;20/10/2020;20;10;2020;M03;Patrilolo;MT;Mato Grosso;280,12;140,06;7;15,97;42,02;J001;Cropped;PMS 7515;Bege;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 25-34, Classe B;Transferência Bancária;Skinny, Algodão, Sem Rasgo;Liquidação de Inverno;Sim, Tecido Incorreto;Online;4.5/5
898;42906;20/06/2017;20;6;2017;M04;Salvion;RS;Rio Grande do Sul;280,27;140,14;7,01;15,97;42,04;J002;Skinny;PMS 2965;Azul;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 25-34, Classe B;Transferência Bancária;Cropped, Elastano, Lavagem Clara;Promoção de Verão;Não;Loja Física;3/5
899;43236;16/05/2018;16;5;2018;M02;Pardiucci;PE;Pernambuco;280,35;140,18;7,01;15,98;42,05;J003;Flare;PMS 7515;Bege;7;Pedro;4;Bauru;SP;Feminino, 45-54, Classe B;Dinheiro;Flare, Jeans Reciclado, Rasgado;Dia das Mães;Sim, Defeito no Produto;Online;5/5
900;43164;05/03/2018;5;3;2018;M05;Milteka;GO;Goiás;280,76;140,38;7,02;16;42,11;J003;Flare;PMS 2965;Azul;5;Bianka;3;Rio Claro;MG;Feminino, 45-54, Classe B;Transferência Bancária;Boyfriend, Algodão, Rasgado;Black Friday;Sim, Tamanho Incorreto;Loja Física;4/5
901;43678;01/08/2019;1;8;2019;M02;Pardiucci;RJ;Rio de Janeiro;281,13;140,57;7,03;16,02;42,17;J002;Skinny;PMS 2926;Preto;2;Milton;1;Allenópolis;SP;Feminino, 45-54, Classe B;Cartão de Crédito;Skinny, Algodão, Sem Rasgo;Lançamento de Coleção;Sim, Tecido Incorreto;Loja Física;2/5
902;42450;21/03/2016;21;3;2016;M03;Patrilolo;AP;Amapá;281,14;140,57;7,03;16,02;42,17;J004;Pantacourt;PMS 519;Vinho;6;Airton;3;Rio Claro;MG;Feminino, 45-54, Classe B;Débito;Flare, Jeans Reciclado, Rasgado;Black Friday;Sim, Defeito no Produto;Online;3/5
903;43829;30/12/2019;30;12;2019;M01;Allen Machine;DF;Distrito Federal;281,27;140,64;7,03;16,03;42,19;J001;Cropped;PMS 2765;Branco;6;Airton;3;Rio Claro;MG;Feminino, 18-24, Classe A;Cartão de Crédito;Flare, Jeans Reciclado, Rasgado;Liquidação de Inverno;Sim, Tamanho Incorreto;Online;2/5
904;42388;19/01/2016;19;1;2016;M05;Milteka;SC;Santa Catarina;281,55;140,78;7,04;16,05;42,23;J001;Cropped;PMS 519;Vinho;4;Edson;2;Nova Odessa;SC;Masculino, 55-64, Classe A;Cartão de Crédito;Flare, Jeans Reciclado, Rasgado;Black Friday;Não;Online;5/5
905;42782;16/02/2017;16;2;2017;M03;Patrilolo;SC;Santa Catarina;281,71;140,86;7,04;16,06;42,26;J006;Cigarrete;PMS 576;Verde;1;Patricia;1;Allenópolis;SP;Feminino, 18-24, Classe A;Débito;Cropped, Elastano, Lavagem Clara;Promoção de Verão;Sim, Tecido Incorreto;Online;5/5
906;42985;07/09/2017;7;9;2017;M05;Milteka;RR;Roraima;281,73;140,87;7,04;16,06;42,26;J002;Skinny;PMS 2965;Azul;3;Maria Rosa;2;Nova Odessa;SC;Feminino, 18-24, Classe A;Pix;Boyfriend, Algodão, Rasgado;Lançamento de Coleção;Sim, Tamanho Incorreto;Online;4.5/5
907;43199;09/04/2018;9;4;2018;M02;Pardiucci;MT;Mato Grosso;281,96;140,98;7,05;16,07;42,29;J005;Hot Pants;PMS 2765;Branco;7;Pedro;4;Bauru;SP;Feminino, 18-24, Classe A;Cartão de Crédito;Skinny, Algodão, Sem Rasgo;Lançamento de Coleção;Sim, Tamanho Incorreto;Online;4/5
908;43972;21/05/2020;21;5;2020;M05;Milteka;SE;Sergipe;282,35;141,18;7,06;16,09;42,35;J003;Flare;PMS 519;Vinho;7;Pedro;4;Bauru;SP;Feminino, 18-24, Classe A;Pix;Cropped, Elastano, Lavagem Clara;Promoção de Verão;Não;Loja Física;2/5
909;42827;02/04/2017;2;4;2017;M02;Pardiucci;PA;Pará;282,83;141,42;7,07;16,12;42,43;J006;Cigarrete;PMS 576;Verde;2;Milton;1;Allenópolis;SP;Masculino, 25-34, Classe B;Débito;Flare, Jeans Reciclado, Rasgado;Liquidação de Inverno;Sim, Tecido Incorreto;Loja Física;5/5
910;42531;10/06/2016;10;6;2016;M04;Salvion;RJ;Rio de Janeiro;282,84;141,42;7,07;16,12;42,43;J005;Hot Pants;PMS 2765;Branco;7;Pedro;4;Bauru;SP;Masculino, 35-44, Classe C;Cartão de Crédito;Cropped, Elastano, Lavagem Clara;Dia das Mães;Sim, Defeito no Produto;Online;4/5
911;43886;25/02/2020;25;2;2020;M05;Milteka;AM;Amazonas;283,01;141,51;7,08;16,13;42,45;J006;Cigarrete;PMS 2765;Branco;6;Airton;3;Rio Claro;MG;Feminino, 18-24, Classe A;Dinheiro;Mom, Elastano, Lavagem Escura;Liquidação de Inverno;Não;Online;4.5/5
912;42385;16/01/2016;16;1;2016;M05;Milteka;CE;Ceará;283,08;141,54;7,08;16,14;42,46;J002;Skinny;PMS 576;Verde;6;Airton;3;Rio Claro;MG;Feminino, 18-24, Classe A;Dinheiro;Cropped, Elastano, Lavagem Clara;Lançamento de Coleção;Sim, Defeito no Produto;Online;2/5
913;43899;09/03/2020;9;3;2020;M03;Patrilolo;PA;Pará;283,11;141,56;7,08;16,14;42,47;J002;Skinny;PMS 519;Vinho;6;Airton;3;Rio Claro;MG;Masculino, 55-64, Classe A;Cartão de Crédito;Boyfriend, Algodão, Rasgado;Dia das Mães;Não;Online;4.5/5
914;44018;06/07/2020;6;7;2020;M05;Milteka;AL;Alagoas;283,35;141,68;7,08;16,15;42,5;J003;Flare;PMS 2965;Azul;6;Airton;3;Rio Claro;MG;Feminino, 45-54, Classe B;Dinheiro;Boyfriend, Algodão, Rasgado;Liquidação de Inverno;Sim, Tecido Incorreto;Online;2/5
915;43234;14/05/2018;14;5;2018;M01;Allen Machine;MG;Minas Gerais;283,83;141,92;7,1;16,18;42,58;J002;Skinny;PMS 2765;Branco;1;Patricia;1;Allenópolis;SP;Masculino, 55-64, Classe A;Cartão de Crédito;Skinny, Algodão, Sem Rasgo;Lançamento de Coleção;Não;Loja Física;2/5
916;43446;12/12/2018;12;12;2018;M03;Patrilolo;CE;Ceará;284,41;142,21;7,11;16,21;42,66;J006;Cigarrete;PMS 2926;Preto;7;Pedro;4;Bauru;SP;Feminino, 18-24, Classe A;Cartão de Crédito;Mom, Elastano, Lavagem Escura;Dia das Mães;Não;Loja Física;2/5
917;44120;16/10/2020;16;10;2020;M02;Pardiucci;PI;Piauí;284,43;142,22;7,11;16,21;42,67;J005;Hot Pants;PMS 2926;Preto;1;Patricia;1;Allenópolis;SP;Feminino, 45-54, Classe B;Dinheiro;Mom, Elastano, Lavagem Escura;Lançamento de Coleção;Sim, Tamanho Incorreto;Loja Física;4/5
918;43741;03/10/2019;3;10;2019;M04;Salvion;MS;Mato Grosso do Sul;284,51;142,26;7,11;16,22;42,68;J002;Skinny;PMS 2965;Azul;2;Milton;1;Allenópolis;SP;Feminino, 18-24, Classe A;Cartão de Crédito;Mom, Elastano, Lavagem Escura;Liquidação de Inverno;Sim, Tamanho Incorreto;Online;3/5
919;42749;14/01/2017;14;1;2017;M03;Patrilolo;PR;Paraná;284,99;142,5;7,12;16,24;42,75;J003;Flare;PMS 7515;Bege;4;Edson;2;Nova Odessa;SC;Masculino, 25-34, Classe B;Débito;Flare, Jeans Reciclado, Rasgado;Promoção de Verão;Sim, Tamanho Incorreto;Online;4.5/5
920;42391;22/01/2016;22;1;2016;M04;Salvion;PB;Paraíba;285,08;142,54;7,13;16,25;42,76;J002;Skinny;PMS 519;Vinho;5;Bianka;3;Rio Claro;MG;Masculino, 55-64, Classe A;Pix;Skinny, Algodão, Sem Rasgo;Liquidação de Inverno;Sim, Defeito no Produto;Loja Física;5/5
921;42842;17/04/2017;17;4;2017;M04;Salvion;MT;Mato Grosso;285,31;142,66;7,13;16,26;42,8;J003;Flare;PMS 7515;Bege;6;Airton;3;Rio Claro;MG;Masculino, 25-34, Classe B;Transferência Bancária;Skinny, Algodão, Sem Rasgo;Black Friday;Não;Online;2/5
922;43125;25/01/2018;25;1;2018;M01;Allen Machine;PE;Pernambuco;285,46;142,73;7,14;16,27;42,82;J004;Pantacourt;PMS 2965;Azul;7;Pedro;4;Bauru;SP;Masculino, 25-34, Classe B;Transferência Bancária;Skinny, Algodão, Sem Rasgo;Liquidação de Inverno;Não;Online;5/5
923;43761;23/10/2019;23;10;2019;M05;Milteka;MA;Maranhão;285,52;142,76;7,14;16,27;42,83;J003;Flare;PMS 2765;Branco;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 55-64, Classe A;Pix;Skinny, Algodão, Sem Rasgo;Dia das Mães;Não;Loja Física;5/5
924;43859;29/01/2020;29;1;2020;M01;Allen Machine;AP;Amapá;285,79;142,9;7,14;16,29;42,87;J003;Flare;PMS 2926;Preto;6;Airton;3;Rio Claro;MG;Masculino, 55-64, Classe A;Transferência Bancária;Boyfriend, Algodão, Rasgado;Liquidação de Inverno;Sim, Tecido Incorreto;Online;4.5/5
925;43396;23/10/2018;23;10;2018;M04;Salvion;MT;Mato Grosso;285,81;142,91;7,15;16,29;42,87;J005;Hot Pants;PMS 519;Vinho;4;Edson;2;Nova Odessa;SC;Feminino, 45-54, Classe B;Pix;Boyfriend, Algodão, Rasgado;Black Friday;Sim, Defeito no Produto;Loja Física;4/5
926;42382;13/01/2016;13;1;2016;M05;Milteka;PB;Paraíba;285,84;142,92;7,15;16,29;42,88;J002;Skinny;PMS 519;Vinho;1;Patricia;1;Allenópolis;SP;Masculino, 25-34, Classe B;Cartão de Crédito;Cropped, Elastano, Lavagem Clara;Dia das Mães;Sim, Tamanho Incorreto;Loja Física;2/5
927;43488;23/01/2019;23;1;2019;M02;Pardiucci;PR;Paraná;285,95;142,98;7,15;16,3;42,89;J003;Flare;PMS 519;Vinho;6;Airton;3;Rio Claro;MG;Masculino, 55-64, Classe A;Pix;Cropped, Elastano, Lavagem Clara;Liquidação de Inverno;Sim, Tamanho Incorreto;Loja Física;3/5
928;42761;26/01/2017;26;1;2017;M04;Salvion;GO;Goiás;286,01;143,01;7,15;16,3;42,9;J003;Flare;PMS 7515;Bege;5;Bianka;3;Rio Claro;MG;Feminino, 45-54, Classe B;Transferência Bancária;Skinny, Algodão, Sem Rasgo;Black Friday;Sim, Tecido Incorreto;Online;3/5
929;44057;14/08/2020;14;8;2020;M05;Milteka;PE;Pernambuco;286,31;143,16;7,16;16,32;42,95;J003;Flare;PMS 7515;Bege;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 25-34, Classe B;Débito;Skinny, Algodão, Sem Rasgo;Black Friday;Sim, Tecido Incorreto;Online;4.5/5
930;44054;11/08/2020;11;8;2020;M04;Salvion;RR;Roraima;286,5;143,25;7,16;16,33;42,98;J001;Cropped;PMS 519;Vinho;5;Bianka;3;Rio Claro;MG;Feminino, 18-24, Classe A;Dinheiro;Skinny, Algodão, Sem Rasgo;Lançamento de Coleção;Não;Online;3/5
931;43499;03/02/2019;3;2;2019;M05;Milteka;MS;Mato Grosso do Sul;286,54;143,27;7,16;16,33;42,98;J005;Hot Pants;PMS 576;Verde;1;Patricia;1;Allenópolis;SP;Feminino, 18-24, Classe A;Dinheiro;Mom, Elastano, Lavagem Escura;Black Friday;Sim, Tecido Incorreto;Loja Física;5/5
932;42492;02/05/2016;2;5;2016;M03;Patrilolo;DF;Distrito Federal;286,58;143,29;7,16;16,34;42,99;J006;Cigarrete;PMS 576;Verde;1;Patricia;1;Allenópolis;SP;Feminino, 18-24, Classe A;Cartão de Crédito;Cropped, Elastano, Lavagem Clara;Liquidação de Inverno;Não;Loja Física;3/5
933;42416;16/02/2016;16;2;2016;M02;Pardiucci;SC;Santa Catarina;286,68;143,34;7,17;16,34;43;J006;Cigarrete;PMS 2965;Azul;7;Pedro;4;Bauru;SP;Feminino, 45-54, Classe B;Cartão de Crédito;Boyfriend, Algodão, Rasgado;Dia das Mães;Sim, Tamanho Incorreto;Loja Física;3/5
934;42909;23/06/2017;23;6;2017;M03;Patrilolo;CE;Ceará;286,72;143,36;7,17;16,34;43,01;J006;Cigarrete;PMS 2965;Azul;2;Milton;1;Allenópolis;SP;Masculino, 55-64, Classe A;Dinheiro;Cropped, Elastano, Lavagem Clara;Liquidação de Inverno;Não;Loja Física;4.5/5
935;43042;03/11/2017;3;11;2017;M05;Milteka;DF;Distrito Federal;286,86;143,43;7,17;16,35;43,03;J005;Hot Pants;PMS 519;Vinho;2;Milton;1;Allenópolis;SP;Masculino, 35-44, Classe C;Dinheiro;Cropped, Elastano, Lavagem Clara;Dia das Mães;Sim, Defeito no Produto;Online;4/5
936;42575;24/07/2016;24;7;2016;M05;Milteka;MA;Maranhão;287;143,5;7,18;16,36;43,05;J001;Cropped;PMS 2965;Azul;4;Edson;2;Nova Odessa;SC;Masculino, 35-44, Classe C;Transferência Bancária;Skinny, Algodão, Sem Rasgo;Black Friday;Não;Loja Física;4.5/5
937;42531;10/06/2016;10;6;2016;M05;Milteka;AL;Alagoas;287,28;143,64;7,18;16,38;43,09;J005;Hot Pants;PMS 2926;Preto;1;Patricia;1;Allenópolis;SP;Feminino, 45-54, Classe B;Débito;Skinny, Algodão, Sem Rasgo;Lançamento de Coleção;Não;Online;2/5
938;43823;24/12/2019;24;12;2019;M04;Salvion;RR;Roraima;287,36;143,68;7,18;16,38;43,1;J002;Skinny;PMS 2765;Branco;2;Milton;1;Allenópolis;SP;Feminino, 45-54, Classe B;Pix;Skinny, Algodão, Sem Rasgo;Lançamento de Coleção;Não;Loja Física;2/5
939;43063;24/11/2017;24;11;2017;M02;Pardiucci;MG;Minas Gerais;287,51;143,76;7,19;16,39;43,13;J002;Skinny;PMS 519;Vinho;5;Bianka;3;Rio Claro;MG;Feminino, 45-54, Classe B;Dinheiro;Boyfriend, Algodão, Rasgado;Black Friday;Sim, Tamanho Incorreto;Loja Física;5/5
940;42918;02/07/2017;2;7;2017;M05;Milteka;MG;Minas Gerais;287,92;143,96;7,2;16,41;43,19;J002;Skinny;PMS 2965;Azul;2;Milton;1;Allenópolis;SP;Feminino, 45-54, Classe B;Débito;Flare, Jeans Reciclado, Rasgado;Liquidação de Inverno;Sim, Tecido Incorreto;Loja Física;4.5/5
941;42414;14/02/2016;14;2;2016;M04;Salvion;CE;Ceará;288,07;144,04;7,2;16,42;43,21;J005;Hot Pants;PMS 2965;Azul;5;Bianka;3;Rio Claro;MG;Feminino, 18-24, Classe A;Transferência Bancária;Flare, Jeans Reciclado, Rasgado;Lançamento de Coleção;Não;Loja Física;4/5
942;43338;26/08/2018;26;8;2018;M05;Milteka;MG;Minas Gerais;288,23;144,12;7,21;16,43;43,24;J002;Skinny;PMS 7515;Bege;4;Edson;2;Nova Odessa;SC;Masculino, 55-64, Classe A;Dinheiro;Skinny, Algodão, Sem Rasgo;Promoção de Verão;Sim, Tecido Incorreto;Loja Física;4/5
943;43380;07/10/2018;7;10;2018;M04;Salvion;RR;Roraima;288,48;144,24;7,21;16,44;43,27;J001;Cropped;PMS 2765;Branco;3;Maria Rosa;2;Nova Odessa;SC;Feminino, 45-54, Classe B;Transferência Bancária;Flare, Jeans Reciclado, Rasgado;Lançamento de Coleção;Sim, Tamanho Incorreto;Online;5/5
944;42569;18/07/2016;18;7;2016;M02;Pardiucci;PR;Paraná;288,54;144,27;7,21;16,45;43,28;J001;Cropped;PMS 2765;Branco;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 35-44, Classe C;Débito;Mom, Elastano, Lavagem Escura;Black Friday;Não;Loja Física;2/5
945;43882;21/02/2020;21;2;2020;M01;Allen Machine;PR;Paraná;288,67;144,34;7,22;16,45;43,3;J006;Cigarrete;PMS 7515;Bege;5;Bianka;3;Rio Claro;MG;Feminino, 18-24, Classe A;Cartão de Crédito;Boyfriend, Algodão, Rasgado;Promoção de Verão;Não;Online;5/5
946;42595;13/08/2016;13;8;2016;M03;Patrilolo;RR;Roraima;289,43;144,72;7,24;16,5;43,42;J004;Pantacourt;PMS 7515;Bege;6;Airton;3;Rio Claro;MG;Feminino, 45-54, Classe B;Transferência Bancária;Mom, Elastano, Lavagem Escura;Black Friday;Sim, Tecido Incorreto;Loja Física;2/5
947;43546;22/03/2019;22;3;2019;M03;Patrilolo;MT;Mato Grosso;289,53;144,77;7,24;16,5;43,43;J004;Pantacourt;PMS 2765;Branco;4;Edson;2;Nova Odessa;SC;Masculino, 35-44, Classe C;Débito;Mom, Elastano, Lavagem Escura;Black Friday;Sim, Tecido Incorreto;Loja Física;3/5
948;43446;12/12/2018;12;12;2018;M02;Pardiucci;RN;Rio Grande do Norte;289,93;144,97;7,25;16,53;43,49;J003;Flare;PMS 576;Verde;2;Milton;1;Allenópolis;SP;Masculino, 25-34, Classe B;Transferência Bancária;Skinny, Algodão, Sem Rasgo;Black Friday;Não;Online;4.5/5
949;44141;06/11/2020;6;11;2020;M03;Patrilolo;MA;Maranhão;290,05;145,03;7,25;16,53;43,51;J006;Cigarrete;PMS 7515;Bege;1;Patricia;1;Allenópolis;SP;Feminino, 45-54, Classe B;Débito;Cropped, Elastano, Lavagem Clara;Liquidação de Inverno;Sim, Defeito no Produto;Online;4/5
950;43533;09/03/2019;9;3;2019;M01;Allen Machine;SC;Santa Catarina;290,33;145,17;7,26;16,55;43,55;J005;Hot Pants;PMS 2926;Preto;7;Pedro;4;Bauru;SP;Feminino, 45-54, Classe B;Dinheiro;Flare, Jeans Reciclado, Rasgado;Lançamento de Coleção;Sim, Defeito no Produto;Online;4/5
951;43247;27/05/2018;27;5;2018;M01;Allen Machine;RN;Rio Grande do Norte;290,34;145,17;7,26;16,55;43,55;J001;Cropped;PMS 7515;Bege;2;Milton;1;Allenópolis;SP;Masculino, 35-44, Classe C;Dinheiro;Boyfriend, Algodão, Rasgado;Dia das Mães;Sim, Tecido Incorreto;Loja Física;2/5
952;43476;11/01/2019;11;1;2019;M01;Allen Machine;ES;Espírito Santo;290,65;145,33;7,27;16,57;43,6;J005;Hot Pants;PMS 2926;Preto;4;Edson;2;Nova Odessa;SC;Masculino, 35-44, Classe C;Pix;Mom, Elastano, Lavagem Escura;Promoção de Verão;Sim, Defeito no Produto;Online;4.5/5
953;43936;15/04/2020;15;4;2020;M05;Milteka;PB;Paraíba;290,67;145,34;7,27;16,57;43,6;J004;Pantacourt;PMS 519;Vinho;5;Bianka;3;Rio Claro;MG;Feminino, 45-54, Classe B;Débito;Boyfriend, Algodão, Rasgado;Liquidação de Inverno;Não;Loja Física;5/5
954;42503;13/05/2016;13;5;2016;M04;Salvion;RO;Rondônia;290,7;145,35;7,27;16,57;43,61;J003;Flare;PMS 2965;Azul;3;Maria Rosa;2;Nova Odessa;SC;Feminino, 18-24, Classe A;Dinheiro;Skinny, Algodão, Sem Rasgo;Dia das Mães;Não;Online;4.5/5
955;43818;19/12/2019;19;12;2019;M05;Milteka;SP;São Paulo;290,79;145,4;7,27;16,57;43,62;J006;Cigarrete;PMS 2765;Branco;2;Milton;1;Allenópolis;SP;Feminino, 45-54, Classe B;Pix;Cropped, Elastano, Lavagem Clara;Black Friday;Sim, Tamanho Incorreto;Loja Física;2/5
956;43529;05/03/2019;5;3;2019;M01;Allen Machine;RR;Roraima;290,88;145,44;7,27;16,58;43,63;J006;Cigarrete;PMS 2965;Azul;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 25-34, Classe B;Cartão de Crédito;Boyfriend, Algodão, Rasgado;Lançamento de Coleção;Sim, Defeito no Produto;Online;2/5
957;43321;09/08/2018;9;8;2018;M01;Allen Machine;RJ;Rio de Janeiro;291,22;145,61;7,28;16,6;43,68;J005;Hot Pants;PMS 7515;Bege;7;Pedro;4;Bauru;SP;Feminino, 18-24, Classe A;Transferência Bancária;Flare, Jeans Reciclado, Rasgado;Dia das Mães;Sim, Tecido Incorreto;Online;2/5
958;43555;31/03/2019;31;3;2019;M04;Salvion;RN;Rio Grande do Norte;291,36;145,68;7,28;16,61;43,7;J001;Cropped;PMS 2765;Branco;4;Edson;2;Nova Odessa;SC;Masculino, 55-64, Classe A;Pix;Flare, Jeans Reciclado, Rasgado;Promoção de Verão;Sim, Tecido Incorreto;Online;5/5
959;43802;03/12/2019;3;12;2019;M01;Allen Machine;RJ;Rio de Janeiro;291,9;145,95;7,3;16,64;43,79;J006;Cigarrete;PMS 2965;Azul;7;Pedro;4;Bauru;SP;Feminino, 45-54, Classe B;Transferência Bancária;Mom, Elastano, Lavagem Escura;Promoção de Verão;Não;Loja Física;2/5
960;43680;03/08/2019;3;8;2019;M03;Patrilolo;RJ;Rio de Janeiro;291,96;145,98;7,3;16,64;43,79;J004;Pantacourt;PMS 2926;Preto;1;Patricia;1;Allenópolis;SP;Masculino, 55-64, Classe A;Pix;Skinny, Algodão, Sem Rasgo;Promoção de Verão;Sim, Tecido Incorreto;Loja Física;3/5
961;44026;14/07/2020;14;7;2020;M03;Patrilolo;PE;Pernambuco;292,43;146,22;7,31;16,67;43,87;J005;Hot Pants;PMS 2926;Preto;7;Pedro;4;Bauru;SP;Masculino, 55-64, Classe A;Cartão de Crédito;Flare, Jeans Reciclado, Rasgado;Black Friday;Não;Loja Física;4.5/5
962;42436;07/03/2016;7;3;2016;M02;Pardiucci;AP;Amapá;292,53;146,27;7,31;16,67;43,88;J005;Hot Pants;PMS 576;Verde;7;Pedro;4;Bauru;SP;Masculino, 55-64, Classe A;Dinheiro;Cropped, Elastano, Lavagem Clara;Dia das Mães;Sim, Tamanho Incorreto;Online;5/5
963;43668;22/07/2019;22;7;2019;M02;Pardiucci;PA;Pará;292,74;146,37;7,32;16,69;43,91;J002;Skinny;PMS 7515;Bege;7;Pedro;4;Bauru;SP;Masculino, 55-64, Classe A;Débito;Skinny, Algodão, Sem Rasgo;Liquidação de Inverno;Sim, Defeito no Produto;Online;5/5
